AFRICAN RENAISSANCE,13
SUBURB & EXTENTIONS,GROUP
AFRICAN RENAISSANCE,13
ALPHENPARK,3
ALPHENPARK,6
AMANDASIG,3
"AMANDASIG extension 10, 12, 16, 19, 2, 20, 21, 23, 24, 25, 31, 33, 36, 37, 38, 40, 41, 42, 43, 44, 45, 5, 50, 51, 52, 57, 58, 69, 7",3
ANDEON,10
"ANDEON extension 1, 14, 15, 20, 22, 24, 28, 5",10
ANNLIN,16
"ANNLIN extension 1, 105, 106, 107, 108, 109, 110, 111, 112, 114, 115, 117, 13, 132, 138, 15, 19, 2, 23, 24, 27, 3, 30, 31, 32, 33, 34, 35, 36, 37, 38, 4, 5, 50, 52, 53, 54, 56, 57, 58, 59, 6, 61, 63, 67, 7, 71, 8, 81, 87, 91, 93",16
"ANNLIN-WES extension 12, 19, 21, 23, 40",11
"ANNLIN-WES extension 13, 3, 41, 43, 46, 7",16
ARCADIA extension 0,3
"ARCADIA extension 0, 7, 8",3
ASANTE VILLAGE,10
ASHLEA GARDENS,3
"ASHLEA GARDENS extension 2, 6",3
"ATTERIDGEVILLE extension 0, 16, 17, 18, 3, 4, 5, 6, 7",15
"ATTERIDGEVILLE extension 0, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 40, 41, 42, 45",15
BEAU RIVAGE,5
BELLEVUE,15
BERGTUIN,8
"BOARDWALK extension 1, 10, 15, 2, 21, 4, 5, 7, 9",2
"BOARDWALK extension 11, 12, 13, 16, 18, 20, 22, 25, 29, 3, 30, 31, 35",2
BOARDWALK MANOR,2
BOARDWALK MEANDER,2
BOARDWALK VILLAS,2
"BOARDWALK VILLAS extension 1, 2, 3, 4",2
BOOYSENS,10
BOOYSENS extension 1,10
BRONBERG,2
BRONBERG CLOSE,2
"BRONBERG CLOSE extension 1, 2, 3, 5, 6",2
"BRONBERG extension 1, 10, 14, 17, 18, 2, 22, 6, 7, 8",2
"BRONBERG extension 12, 19, 4",2
BRONBERRIK,14
"BRONKHORSTSPRUIT extension 1, 2, 6",5
BROOKLYN,6
BRUMMERIA,13
"BRUMMERIA extension 1, 12, 13, 14, 16, 17, 18, 2, 3, 4, 7, 8",13
BRYNTIRION,6
CAMEL VALLEY,2
CARDINAL,2
CELTISDAL,14
"CELTISDAL extension 11, 13, 15, 19, 20, 23, 29, 3, 33, 39, 4, 42, 48, 55, 57, 61, 7, 8",14
"CELTISDAL extension 25, 26, 28, 30, 34, 44, 56",13
CHANTELLE,3
"CHANTELLE extension 1, 13, 14, 16, 2, 22, 23, 24, 25, 26, 27, 28, 3, 30, 31, 39, 4, 40, 41, 42, 6, 8",3
CHRISTOBURG,7
CLAREMONT,10
CLAREMONT extension 2,10
"CLARINA extension 1, 19, 21, 22, 25, 26, 27, 28, 29, 3, 30, 32, 35, 37, 38, 6",10
CLAUDIUS,7
CLAUDIUS extension 1,7
CLUBVIEW,7
"CLUBVIEW extension 1, 10, 100, 102, 105, 108, 12, 2, 24, 26, 27, 31, 33, 34, 39, 4, 40, 41, 45, 47, 48, 5, 51, 54, 55, 56, 57, 58, 6, 61, 62, 63, 7, 72, 75, 77, 78, 8, 80, 87, 90, 92, 94, 98, 99",7
COLBYN,6
"COLBYN extension 1, 2",6
CONSTANTIA PARK,3
"CONSTANTIA PARK extension 1, 2, 3",3
COUNTRY VIEW ESTATE,2
COUNTRY VIEW ESTATE extension 1,2
CRANBROOKVALE,14
CULTURA PARK extension 11,5
DANVILLE,6
"DANVILLE extension 1, 10, 11, 12, 13, 14, 15, 2, 3, 5, 8, 9",6
DANVILLE extension 2,14
DE BEERS,3
DEERNESS,6
DERDEPOORT,8
DERDEPOORT extension 3,8
"DERDEPOORTPARK extension 11, 2, 3",8
DESPATCH,15
DIE HOEWES extension 144,11
"DIE HOEWES extension 285, 286, 287, 6, 85, 93",7
DIE WILGERS,13
"DIE WILGERS extension 1, 11, 13, 14, 15, 16, 17, 19, 23, 25, 28, 30, 36, 41, 43, 44, 47, 49, 50, 51, 52, 53, 54, 57, 60, 62, 64, 65, 66, 68, 69, 70, 71, 79, 82, 83, 9",13
DOORNPOORT,16
"DOORNPOORT extension 1, 6",16
"DOORNPOORT extension 29, 31, 32, 33, 34, 35, 38, 40, 41, 42",12
DORANDIA,10
"DORANDIA extension 1, 10, 11, 13, 15, 16, 2, 3, 4, 5, 6, 7, 8, 9",10
DORINGKLOOF,11
DORINGKLOOF extension 1,11
EAGLES LANDING,10
EAST LYNNE,8
"EAST LYNNE extension 1, 2, 5",8
EERSTERUST,15
"EERSTERUST extension 2, 3, 4, 5, 6",15
EKANDUSTRIA,5
EKKLESIA,8
"EKKLESIA extension 1, 2, 3, 5",8
ELANDSPOORT,6
ELARDUS PARK,8
"ELARDUS PARK extension 1, 11, 14, 15, 18, 2, 20, 22, 26, 27, 28, 3, 4, 5, 6, 7, 9",8
ELDORAIGNE,14
"ELDORAIGNE extension 1, 10, 11, 16, 17, 19, 2, 20, 21, 23, 26, 27, 28, 3, 31, 32, 33, 35, 37, 38, 39, 40, 41, 42, 45, 46, 47, 48, 49, 51, 53, 58, 6, 62, 66, 67, 68, 9",14
ELDORAIGNE extension 18,13
"ELDORETTE extension 1, 17, 20, 21, 22, 30, 40, 51",14
ELOFFSDAL,16
"ELOFFSDAL extension 1, 13, 2, 3, 4",16
"EQUESTRIA extension 100, 109, 111, 113, 126, 128, 131, 137, 144, 15, 151, 155, 163, 165, 172, 182, 183, 189, 198, 2, 202, 230, 238, 27, 28, 29, 46, 55, 56, 61, 62, 63, 66, 68, 69, 80, 83, 86, 87",13
"EQUESTRIA extension 102, 103, 104, 107, 108, 11, 110, 112, 114, 116, 121, 123, 124, 125, 127, 132, 133, 136, 140, 141, 142, 143, 146, 148, 151, 152, 153, 154, 16, 160, 167, 168, 169, 171, 173, 177, 179, 180, 181, 185, 186, 190, 192, 193, 196, 197, 199, 208, 209, 213, 215, 216, 24, 25, 26, 28, 29, 31, 45, 47, 57, 7, 74, 76, 78, 79, 82, 89, 91, 92, 93, 94, 95, 96, 99",2
ERASMIA,7
"ERASMIA extension 3, 5, 6",7
ERASMUS,5
"ERASMUS extension 14, 15, 16, 17, 19, 2, 20, 25, 3, 4, 5, 6, 8",5
"ERASMUSKLOOF extension 2, 3, 4",8
ERASMUSPARK extension 1,8
ERASMUSRAND,8
ESKOM Customers in Tshwane Municipal Area.,1 & 9
"FAERIE GLEN extension 1, 10, 11, 15, 17, 18, 2, 22, 24, 25, 26, 27, 28, 3, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 44, 45, 46, 47, 48, 49, 50, 51, 52, 55, 56, 57, 59, 6, 61, 62, 63, 64, 65, 66, 67, 68, 69, 7, 70, 71, 72, 73, 75, 76, 77, 78, 8, 80, 81, 9",2
FAERIE GLEN extension 15,3
FAERIE GLEN,2
"FERNEL PARK extension 1, 2",7
FLORAUNA,10
"FLORAUNA extension 1, 2, 3, 5, 7, 8, 9",10
GARSFONTEIN,3
"GARSFONTEIN extension 1, 14, 15, 16, 17, 2, 3, 4, 5, 6, 7, 8",3
"GARSFONTEIN extension 10, 11, 12, 13, 15",7
GEORGEVILLE,13
GEZINA,11
GLEN LAURISTON,14
"GLEN LAURISTON extension 1, 2, 5, 6, 7",7
GROENKLOOF,6
"GROENKLOOF extension 1, 5, 9",6
HATFIELD,6
HAZELWOOD,6
"HEATHERVIEW extension 12, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 4, 48, 49, 52, 55, 56, 60, 61",10
HENNOPSPARK,14
"HENNOPSPARK extension 1, 2, 25, 32, 33, 36, 38, 39, 4, 41, 42, 5, 58, 61, 62, 65, 66, 67, 68, 74, 76, 9",14
"HENNOPSPARK extension 1, 39",7
"HENNOPSPARK extension 15, 16, 20, 21, 22, 23, 25, 26, 29, 3, 31, 33, 35, 36, 40, 46, 47, 48, 49, 54, 55, 56, 60, 64, 69, 7, 70, 71, 75, 77, 79, 80, 81, 83, 84, 85, 86, 87, 89, 90, 91, 92, 93, 94",13
"HESTEAPARK extension 1, 18, 19, 25, 27, 28, 29, 39, 4, 5, 8, 9",10
"HEUWELOORD extension 11, 14, 2, 3, 4, 6",13
HIGHVELD extension 108,13
HIGHVELD extension 7,11
HILLCREST,6
HILLCREST extension 1,6
HONDSRIVIER,5
IFAFI,10
"IFAFI extension 1, 12, 6, 7",10
IRENE,11
"IRENE extension 1, 10, 2, 30, 31, 36, 39, 4, 42, 43, 44, 49, 5, 52, 55, 60, 67, 70, 72, 77, 86, 9, 93, 94",11
"IRENE extension 50, 51",14
JAN NIEMANDPARK,8
KAMEELDRIFT,15
"KAMEELDRIFT extension 1, 5",15
KARENPARK extension 0,10
"KARENPARK extension 0, 10, 12, 15, 19, 22, 23, 24, 25, 26, 27, 29, 33, 34, 35, 36, 37, 39, 40, 41, 42, 46, 47, 49, 5, 52, 9",3
KILNER PARK,8
"KILNER PARK extension 1, 2",8
"KIRKNEY extension 1, 11, 12, 13, 14, 19, 2, 24, 28, 30, 4, 5, 6",10
"KLERKSOORD extension 19, 20",10
KLOOFZICHT,14
KLOOFZICHT extension 2,14
KOEDOESPOORT,8
KOPANONG,3
"KOSMOSDAL extension 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 29, 30, 31, 32, 33, 37, 38, 4, 51, 52, 53, 55, 56, 61, 62, 65, 66, 67, 68, 7, 70, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84",12
KRISTALPARK,5
KWAGGASRAND,14
LA CAMARGUE,10
LA CONCORDE,16
LA CONCORDE,15
LA MONTAGNE,13
"LA MONTAGNE extension 1, 11, 13, 2, 3, 6, 7, 9",13
LADY SELBORNE extension 1,10
LAUDIUM,3
"LAUDIUM extension 1, 2, 3, 4",3
LES MARAIS,16
LINDO PARK,8
"LINDO PARK extension 1, 3",8
LISDOGAN PARK,6
LOTUS GARDENS,14
"LOTUS GARDENS extension 10, 11, 12, 2, 3, 4, 5, 6, 7, 8, 9",14
"LOUWLARDIA extension 10, 11, 12, 13, 22, 25, 32, 34, 35, 36, 38, 39, 43, 46, 47, 61, 8",12
LYDIANA,13
LYNNRODENE,13
LYNNWOOD,6
LYNNWOOD extension 1,6
LYNNWOOD GLEN,13
"LYNNWOOD GLEN extension 2, 3, 4",13
LYNNWOOD MANOR,13
"LYNNWOOD MANOR extension 1, 2, 3, 4, 6",13
LYNNWOOD PARK,2
LYNNWOOD RIDGE,13
"LYNNWOOD RIDGE extension 1, 12, 13, 14, 2, 5",13
LYTTELTON MANOR,14
"LYTTELTON MANOR extension 1, 3",14
"LYTTELTON MANOR extension 11, 3, 5, 8",11
MAGALIESKRUIN,16
"MAGALIESKRUIN extension 1, 12, 14, 18, 2, 21, 23, 24, 25, 26, 27, 29, 3, 33, 35, 39, 40, 41, 43, 45, 46, 47, 50, 52, 53, 55, 56, 57, 58, 59, 60, 61, 64, 65, 68, 69, 70, 71, 72, 74, 75, 76, 78, 8, 9",16
MAHUBE VALLEY,5
"MAHUBE VALLEY extension 1, 2, 20, 21, 24, 3",5
MAMELODI,5
"MAMELODI extension 1, 10, 11, 12, 13, 15, 17, 18, 2, 20, 22, 24, 26, 27, 28, 3, 31, 4, 5, 6, 7, 8",5
MAMELODI SUN VALLEY,5
MAROELANA,6
MAROELANA extension 3,3
MAYVILLE,16
MEDPARK,5
MEERHOF,10
"MEERHOF extension 1, 2, 3",10
MELODIE,10
"MELODIE extension 1, 10, 11, 12, 13, 16, 17, 2, 20, 21, 22, 23, 24, 26, 28, 29, 31, 33, 4, 40, 45, 46, 5, 61, 62, 63, 7, 8",10
MENLO PARK,6
MENLO PARK extension 1,6
MENLYN,3
"MENLYN extension 1, 10, 11, 3, 4, 9",3
"MENLYN extension 4, 9",13
MEYERSPARK,13
"MEYERSPARK extension 1, 11, 13, 15, 2, 3, 4, 5, 6, 7, 8",13
"MONAVONI extension 11, 12, 13, 14, 15, 16, 17, 20, 25, 3, 33, 34, 35, 57, 6, 8, 9,",14
MONAVONI extension 2,13
"MONTANA extension 0, 1, 101, 102, 107, 108, 109, 110, 112, 113, 114, 115, 116, 117, 118, 120, 121, 122, 124, 126, 127, 129, 131, 132, 133, 134, 137, 138, 140, 141, 143, 162, 23, 31, 35, 50, 51, 52, 53, 54, 62, 63, 64, 66, 67, 68, 70, 73, 75, 76, 79, 80, 82, 83, 85, 86, 87, 88, 90, 91, 92, 94, 95, 96, 98",16
"MONTANA extension 37, 39, 77, 80, 84, 98, 99",12
MONTANA PARK,12
"MONTANA PARK extension 1, 100, 103, 104, 106, 109, 112, 114, 119, 12, 120, 13, 14, 17, 19, 20, 22, 23, 24, 25, 26, 29, 3, 30, 31, 32, 33, 35, 36, 37, 38, 39, 40, 42, 45, 46, 5, 50, 52, 53, 54, 55, 56, 57, 59, 6, 66, 7, 70, 71, 72, 74, 75, 78, 8, 82, 84, 85, 86, 87, 9, 90, 91, 92, 93, 94, 97, 98, 99",12
MONTANA TUINE,12
"MONTANA TUINE extension 1, 11, 15, 19, 2, 21, 23, 25, 27, 30, 32, 35, 37, 39, 41, 44, 46, 47, 48, 49, 50, 52, 53, 55, 56, 57, 9",12
MONUMENTPARK,8
"MONUMENTPARK extension 14, 2, 3, 4, 5, 7, 8",8
MOOIKLOOF RIDGE,7
"MOOIKLOOF RIDGE extension 10, 11, 12, 13, 14, 15, 16, 2, 6, 7",7
MOREGLOED,8
MORELETAPARK,8
"MORELETAPARK extension 1, 10, 15, 16, 17, 19, 2, 20, 28, 29, 3, 32, 34, 36, 37, 4, 46, 48, 5, 50, 52, 7, 76, 85",8
"MORELETAPARK extension 21, 23, 24, 27, 28, 30, 36, 41, 42, 43, 44, 47, 49, 51, 57, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 72, 73, 75, 77, 78, 80, 81, 83, 9",7
MORETELE VIEW,5
MOUNTAIN VIEW,16
MOUNTAIN VIEW extension 1,10
MOUNTAIN VIEW extension 1,16
MUCKLENEUK,6
MURRAYFIELD,13
"MURRAYFIELD extension 1, 2",13
NAVORS,13
"NELLMAPIUS extension 0, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 3, 4, 6, 7, 8, 9",15
NELLMAPIUS extension 4,13
NEWLANDS,3
"NEWLANDS extension 1, 2, 3, 8, 9",3
NEWMARK ESTATE,2
NIEUW MUCKLENEUK,6
NINAPARK,10
"NINAPARK extension 1, 14, 15, 2, 21, 22, 23, 25, 26, 27, 29, 3, 31, 32, 33, 34, 35, 36, 5, 6, 8",10
"OLIEVENHOUTBOS extension 13, 15, 19, 20, 21, 22, 23, 24, 25, 26, 30, 31, 32, 33, 34, 36, 37, 4",12
OLYMPUS BOULEVARD,7
OLYMPUS RIDGE,7
"ONDERSTEPOORT extension 7, 9",16
ONDERSTEPOORT extension 9,16
OVIPROPARK,5
PARADISO,2
PARAMOUNT ESTATE,2
PARK TOWN ESTATE,16
"PEACH TREE extension 1, 2, 3",14
PECANWOOD,10
"PECANWOOD extension 10, 11, 12, 13, 14, 15, 16, 18, 2, 3, 4, 5, 6, 7, 8, 9",10
PERSEQUOR,6
"PERSEQUOR extension 10, 5, 7",6
PHILIP NEL PARK,6
PIERRE VAN RYNEVELD,11
"PIERRE VAN RYNEVELD extension 11, 13, 14, 15, 18, 2, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 33, 4, 5, 7",11
PORT D' AFRIQUE,10
PRAIRIE GIANTS extension 3,7
"PRETORIA extension 10, 9",14
PRETORIA INDUSTRIAL,14
PRETORIA NORTH,11
PRETORIA NORTH extension 1,16
"PRETORIA NORTH extension 1, 4",11
PRETORIA NORTH extension 3,10
PRETORIUSPARK,7
"PRETORIUSPARK extension 1, 10, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 26, 27, 28, 29, 3, 30, 31, 32, 34, 35, 5, 6, 8",7
PYRAMID,15
QUEENSWOOD,8
"QUEENSWOOD extension 1, 10, 11, 2, 3, 4, 5, 9",8
QUEENSWOOD extension 4,11
RASLOUW,14
"RASLOUW extension 1, 11, 12, 22, 23, 5, 7",14
RIAMARPARK,5
RIAMARPARK extension 4,5
RIETFONTEIN,11
RIETVALLEIPARK,11
RIETVALLEIPARK,8
"RIETVALLEIRAND extension 14, 15, 18, 19, 2, 20, 21, 30, 31, 32, 33, 34, 35, 37, 38, 39, 4, 40, 43, 45, 46, 47, 48, 49, 5, 50, 51, 52, 53, 55, 57, 58, 59, 6, 62, 63, 64, 69, 7, 8",8
RIETVLEI,11
RIETVLEI HEIGHTS,11
RIVER VIEW ESTATE extension 2,10
ROOIHUISKRAAL,13
"ROOIHUISKRAAL extension 1, 10, 17, 18, 19, 20, 25, 26, 28, 3, 30, 31, 32, 33, 37, 41, 43, 44, 45, 46, 6, 7, 9",13
ROOIHUISKRAAL extension 39,12
ROOIHUISKRAAL NOORD,13
"ROOIHUISKRAAL NOORD extension 1, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 32, 36, 40, 41, 42",13
ROSEVILLE,15
"ROSEVILLE extension 1, 3",16
"ROSSLYN extension 2, 32, 33, 38",3
"RUA VISTA extension 12, 15, 16, 9",12
RUBENA,10
RUBENA extension 1,10
SABLE HILLS WATERFRONT ESTATE,15
SALIESHOEK,13
SALVOKOP extension 1,8
"SALVOKOP extension 1, 2",14
"SALVOKOP extension 1, 2, 3",14
SAMCOR PARK,15
"SAMCOR PARK extension 1, 2",15
SAULSVILLE,15
"SAVANNAH COUNTRY ESTATE extension 1, 2, 3, 4, 5",13
SCHOEMANSVILLE,10
"SCHOEMANSVILLE extension 10, 2, 7, 8, 9",10
SILVER LAKES,2
"SILVER LAKES extension 1, 2, 3, 4",2
SILVER VIEW RIDGE,2
SILVER WELL,2
SILVER WOODS COUNTRY ESTATE,2
SILVERTON,15
"SILVERTON extension 1, 12, 4, 64",8
"SILVERTON extension 11, 14, 15, 17, 28, 36, 40, 42, 44, 46, 48, 5, 50, 52, 54, 56, 58, 60, 63, 7, 8",15
"SILVERTON extension 13, 14, 28, 3, 6, 9",13
SILVERTONDALE,8
"SILVERTONDALE extension 1, 2",8
SINOVILLE,16
"SINOVILLE extension 2, 20, 21, 27, 28, 29, 3, 30, 31, 35, 4, 6",16
SIX FOUNTAINS,7
"SIX FOUNTAINS extension 1, 4, 5, 6, 7",7
SOSHANGUVE EAST,4
"SOSHANGUVE EAST extension 3, 4, 5, 6, 8",4
SOSHANGUVE SOUTH,4
"SOSHANGUVE SOUTH extension 1, 10, 11, 12, 13, 14, 2, 3, 4, 5, 8, 9",4
SOSHANGUVE-A,4
SOSHANGUVE-AA,4
SOSHANGUVE-B,4
SOSHANGUVE-BB,4
SOSHANGUVE-BB extension 1,4
SOSHANGUVE-CC,4
SOSHANGUVE-DD,4
SOSHANGUVE-EE,4
SOSHANGUVE-F,4
SOSHANGUVE-FF,4
SOSHANGUVE-G,4
SOSHANGUVE-GG,4
SOSHANGUVE-H,4
SOSHANGUVE-H extension 1,4
SOSHANGUVE-HH,4
SOSHANGUVE-IA,4
SOSHANGUVE-JJ,4
SOSHANGUVE-K,4
SOSHANGUVE-KK,4
SOSHANGUVE-KK extension 1,4
SOSHANGUVE-L,4
SOSHANGUVE-L extension 1,4
SOSHANGUVE-LL,4
SOSHANGUVE-M,4
SOSHANGUVE-M extension 1,4
SOSHANGUVE-NN,4
SOSHANGUVE-P,4
"SOSHANGUVE-PP extension 1, 2, 3",4
SOSHANGUVE-R,4
SOSHANGUVE-S,4
"SOSHANGUVE-SS extension 1, 3, 4",4
SOSHANGUVE-T,4
SOSHANGUVE-TT,4
SOSHANGUVE-UU,4
SOSHANGUVE-V,4
SOSHANGUVE-V extension 1,4
SOSHANGUVE-VV,4
SOSHANGUVE-W,4
SOSHANGUVE-WW,4
SOSHANGUVE-X,4
SOSHANGUVE-XX,4
SOSHANGUVE-Y,4
SOSHANGUVE-YY,4
SOSHANGUVE-ZZ,4
"STERREWAG extension 2, 3",8
SUIDERBERG,10
SUIDERBERG,16
SUNDERLAND RIDGE,14
"SUNDERLAND RIDGE extension 1, 10, 11, 13, 17, 20, 22, 23, 24",14
SUNDERLAND RIDGE extension 25,7
SUNNYSIDE,3
TAMARA PARK,7
THABA TSHWANE,7
"THE HILLS extension 3, 4, 5, 6",7
"THE ISLANDS ESTATE extension 1, 2",10
THE ORCHARDS,3
"THE ORCHARDS extension 10, 11, 13, 16, 17, 2, 21, 24, 26, 3, 30, 31, 33, 34, 36, 37, 38, 47, 5, 50, 51, 53, 55, 56, 57, 58, 6, 63, 64, 67, 69, 76, 77, 9",3
THE REED,13
"THE REEDS extension 1, 10, 14, 15, 17, 19, 2, 20, 24, 25, 26, 27, 28, 29, 3, 30, 31, 32, 33, 34, 35, 36, 37, 38, 41, 43, 44, 45, 5, 6, 9",13
"THERESAPARK extension 1, 10, 11, 14, 15, 2, 21, 25, 34, 35, 36, 37, 38, 39, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 54, 58, 59, 6",10
TIJGER VALLEI,2
"TIJGER VALLEI extension 1, 10, 11, 13, 15, 16, 17, 18, 2, 20, 21, 24, 26, 27, 3, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 5, 6, 60, 61, 66, 7, 8, 9",2
TILEBA,10
TREVENNA,3
VAL-DE-GRACE,13
"VAL-DE-GRACE extension 10, 11, 12, 3, 4, 5, 6, 7, 8, 9",13
VALHALLA,7
VILLAROSA,7
VILLIERIA,11
WALTLOO,15
"WALTLOO extension 1, 2",15
"WAPADRAND extension 1, 10, 11, 12, 18, 21, 27, 29, 31, 32, 34, 36, 4, 43, 44, 5, 6, 8",2
"WAPADRAND extension 17, 3",13
"WATERKLOOF extension 1, 2",11
WATERKLOOF GLEN,3
"WATERKLOOF GLEN extension 1, 11, 2, 3, 4, 5, 6, 8",3
"WATERKLOOF HEIGHTS extension 1, 14, 18, 2, 3, 4, 5, 7, 8",3
WATERKLOOF HEIGHTS extension 18,8
WATERKLOOF RIDGE,8
WATERKLOOF RIDGE extension 2,8
WATERKLOOFPARK,3
WATERKLOOFPARK extension 2,3
WAVERLEY,8
WAVERLEY extension 1,8
WEAVIND PARK,8
WEST PARK,14
WIERDAPARK,14
"WIERDAPARK extension 1, 5, 6",14
WIERDAPARK extension 2,13
"WILLOW ACRES extension 10, 11, 12, 14, 15, 17, 18, 3, 4, 5, 7, 8, 9",2
WILLOW PARK MANOR,13
"WILLOW PARK MANOR extension 1, 2, 41, 42, 43, 44, 46, 47, 48, 5, 50, 52, 53, 54, 55, 56, 57, 58, 59, 60, 63, 64, 66, 71, 72, 73, 74, 9",13
WILLOW PARK MANOR extension 65,15
WINGATE PARK,8
"WINGATE PARK extension 1, 2",8
WINTERVELD extension 3,4
WOLMER,10
WOLMER extension 1,10
WONDERBOOM,16
"WONDERBOOM extension 1, 2, 3, 4, 8, 9",16
WONDERBOOM SOUTH,11
WONDERBOOM SOUTH,16
XANADU,10
"XANADU extension 10, 11, 12, 13, 2, 3, 4, 5, 6, 7, 8, 9",10
ZILKAATSNEK WILDLIFE ESTATE,10
"ZILKAATSNEK WILDLIFE ESTATE extension 1, 2",10
ZITHOBENI,5
"ZITHOBENI extension 2, 3, 4, 5, 6, 7",5
ZWARTKOP extension 26,11
ZWARTKOP extension 7,14
